loan_id,customer_id,asset_type,loan_amount,interest_rate,loan_term_months,credit_score,annual_income,days_past_due,ltv,unemployment_rate,default_probability,default_flag,lgd,ead,ecl,stage
LN002539,CUST002539,Mortgage,58997.62,7.17,180,555,833797.98,120,74.03,6.08,0.23,0,0.25,58997.62,3392.36,3
LN002540,CUST002540,Mortgage,8783.46,7.08,180,734,1271736.98,30,87.88,8.46,0.09,0,0.4,8783.46,316.2,2
LN002541,CUST002541,Mortgage,19531.27,7.14,36,801,1086361.67,30,59.23,5.1,0.02,0,0.25,19531.27,97.66,2
LN002542,CUST002542,Mortgage,28773.05,11.19,180,574,2253962.26,30,82.51,5.02,0.12,1,0.4,28773.05,1381.11,2
LN002543,CUST002543,Structured Credit,59408.83,10.07,60,590,1627246.17,30,99.46,7.92,0.15,0,0.5,59408.83,4455.66,2
LN002544,CUST002544,Mortgage,208751.82,9.69,48,718,2221324.79,90,63.4,4.91,0.17,0,0.25,208751.82,8871.95,3
LN002545,CUST002545,Auto Loan,30958.29,10.59,360,552,1435838.48,0,87.46,3.47,0.12,0,0.4,30958.29,1486.0,1
LN002546,CUST002546,Mortgage,13563.2,6.8,120,720,452208.56,0,54.77,4.09,0.02,0,0.25,13563.2,67.82,1
LN002547,CUST002547,Auto Loan,48126.47,9.33,180,606,1292396.76,120,56.91,8.69,0.26,0,0.25,48126.47,3128.22,3
LN002548,CUST002548,Mortgage,91555.17,8.22,36,632,2099573.23,60,96.09,8.6,0.15,0,0.4,91555.17,5493.31,2
LN002549,CUST002549,Mortgage,39167.79,10.48,360,728,686733.48,30,41.56,4.35,0.02,0,0.25,39167.79,195.84,2
LN002550,CUST002550,Auto Loan,19251.53,7.16,360,682,455232.13,90,53.05,6.32,0.17,0,0.25,19251.53,818.19,3
LN002551,CUST002551,Auto Loan,71011.4,9.5,240,635,991228.16,60,68.98,3.82,0.08,0,0.25,71011.4,1420.23,2
LN002552,CUST002552,Auto Loan,57784.85,11.18,36,820,1125020.12,0,64.11,7.05,0.05,0,0.25,57784.85,722.31,1
LN002553,CUST002553,Structured Credit,17707.5,7.82,60,643,939079.77,90,77.75,4.11,0.23,0,0.35,17707.5,1425.45,3
LN002554,CUST002554,Structured Credit,47429.42,5.47,48,799,554291.77,60,51.56,3.3,0.02,0,0.35,47429.42,332.01,2
LN002555,CUST002555,Auto Loan,72990.6,8.61,180,844,814389.68,90,44.23,7.95,0.2,0,0.25,72990.6,3649.53,3
LN002556,CUST002556,Structured Credit,83060.37,7.42,180,747,1785135.41,60,62.16,4.95,0.02,0,0.35,83060.37,581.42,2
LN002557,CUST002557,Mortgage,34665.0,9.71,36,628,1118339.16,120,71.46,3.65,0.23,0,0.25,34665.0,1993.24,3
LN002558,CUST002558,Auto Loan,28264.01,11.66,60,715,1673236.25,90,73.72,8.0,0.2,1,0.25,28264.01,1413.2,3
LN002559,CUST002559,Auto Loan,85741.45,8.4,36,588,1456683.5,0,76.09,7.57,0.11,1,0.25,85741.45,2357.89,1
LN002560,CUST002560,Mortgage,15566.67,8.26,36,763,1485369.11,60,72.92,7.1,0.05,0,0.25,15566.67,194.58,2
LN002561,CUST002561,Mortgage,49365.42,9.58,48,680,809236.51,0,54.75,8.47,0.05,0,0.25,49365.42,617.07,1
LN002562,CUST002562,Mortgage,13918.6,5.72,60,706,1423471.82,90,85.87,5.94,0.21,0,0.4,13918.6,1169.16,3
LN002563,CUST002563,Auto Loan,76554.9,6.77,48,708,303088.11,120,45.27,3.77,0.17,0,0.25,76554.9,3253.58,3
LN002564,CUST002564,Auto Loan,30314.1,11.43,60,776,1221423.42,0,51.9,3.37,0.02,0,0.25,30314.1,151.57,1
LN002565,CUST002565,Mortgage,88257.0,9.69,180,594,1538401.35,90,84.36,4.91,0.27,1,0.4,88257.0,9531.76,3
LN002566,CUST002566,Auto Loan,51225.31,5.09,120,750,659490.15,30,56.78,3.52,0.02,0,0.25,51225.31,256.13,2
LN002567,CUST002567,Auto Loan,15425.02,6.43,240,571,827256.64,0,69.61,6.21,0.08,1,0.25,15425.02,308.5,1
LN002568,CUST002568,Auto Loan,98443.63,9.78,120,791,743944.79,90,59.63,3.09,0.17,0,0.25,98443.63,4183.85,3
LN002569,CUST002569,Structured Credit,107567.27,10.35,360,778,408755.4,120,70.42,5.66,0.17,0,0.35,107567.27,6400.25,3
LN002570,CUST002570,Structured Credit,67346.12,10.88,60,787,1032678.97,0,60.8,4.07,0.02,0,0.35,67346.12,471.42,1
LN002571,CUST002571,Mortgage,21309.08,7.05,120,698,2452672.97,0,99.65,5.21,0.06,0,0.4,21309.08,511.42,1
LN002572,CUST002572,Structured Credit,29313.11,11.52,36,822,1046230.91,0,61.45,7.05,0.05,0,0.35,29313.11,512.98,1
LN002573,CUST002573,Auto Loan,40207.11,8.87,180,616,1286207.4,60,77.62,5.11,0.08,0,0.25,40207.11,804.14,2
LN002574,CUST002574,Mortgage,22190.13,9.88,240,556,1719446.31,0,93.3,5.05,0.12,0,0.4,22190.13,1065.13,1
LN002575,CUST002575,Auto Loan,118734.19,9.18,240,782,1709119.94,30,78.28,8.94,0.05,0,0.25,118734.19,1484.18,2
LN002576,CUST002576,Mortgage,40176.14,5.86,360,841,2387263.71,0,73.95,7.31,0.05,0,0.25,40176.14,502.2,1
LN002577,CUST002577,Structured Credit,5473.41,11.74,240,805,2179519.32,60,74.15,6.08,0.02,0,0.35,5473.41,38.31,2
LN002578,CUST002578,Mortgage,46053.04,5.86,180,616,2036389.05,0,69.79,6.48,0.08,0,0.25,46053.04,921.06,1
LN002579,CUST002579,Auto Loan,28460.99,6.78,120,799,2391161.26,0,88.45,6.72,0.06,0,0.4,28460.99,683.06,1
LN002580,CUST002580,Mortgage,34459.89,10.7,240,626,769222.12,0,43.03,3.15,0.08,1,0.25,34459.89,689.2,1
LN002581,CUST002581,Auto Loan,28056.24,9.33,240,636,1638371.94,60,93.11,3.48,0.12,0,0.4,28056.24,1346.7,2
LN002582,CUST002582,Structured Credit,63890.92,10.87,60,801,2246192.73,90,75.18,6.9,0.17,0,0.35,63890.92,3801.51,3
LN002583,CUST002583,Mortgage,79521.4,8.61,36,771,1654310.86,120,90.93,5.19,0.21,0,0.4,79521.4,6679.8,3
LN002584,CUST002584,Mortgage,44273.31,7.64,60,621,2449196.07,0,40.62,3.33,0.08,0,0.25,44273.31,885.47,1
LN002585,CUST002585,Mortgage,28637.78,11.45,120,751,475793.61,0,92.16,4.79,0.06,0,0.4,28637.78,687.31,1
LN002586,CUST002586,Mortgage,35279.73,5.25,180,608,1238493.63,0,47.21,3.78,0.08,0,0.25,35279.73,705.59,1
LN002587,CUST002587,Auto Loan,36817.18,10.99,180,825,2449066.54,90,83.27,8.5,0.24,0,0.4,36817.18,3534.45,3
LN002588,CUST002588,Mortgage,20708.49,6.62,60,770,1104028.06,0,64.99,4.22,0.02,0,0.25,20708.49,103.54,1
LN002589,CUST002589,Auto Loan,54461.54,10.94,48,706,1914001.84,120,80.86,3.86,0.21,0,0.4,54461.54,4574.77,3
LN002590,CUST002590,Mortgage,50112.69,5.97,60,730,318406.53,90,77.69,6.76,0.17,0,0.25,50112.69,2129.79,3
LN002591,CUST002591,Structured Credit,106756.83,9.06,48,762,1813383.51,30,49.8,6.13,0.02,0,0.35,106756.83,747.3,2
LN002592,CUST002592,Structured Credit,87443.21,11.22,360,678,2352910.15,120,70.88,6.46,0.17,0,0.35,87443.21,5202.87,3
LN002593,CUST002593,Mortgage,22472.05,8.31,60,792,1111089.14,0,56.63,5.62,0.02,0,0.25,22472.05,112.36,1
LN002594,CUST002594,Mortgage,64486.35,10.23,48,721,297924.64,30,73.63,5.8,0.02,0,0.25,64486.35,322.43,2
LN002595,CUST002595,Auto Loan,18663.64,10.63,48,819,312797.06,120,84.28,7.67,0.24,0,0.4,18663.64,1791.71,3
LN002596,CUST002596,Mortgage,59109.83,10.16,240,712,2257052.44,0,44.88,4.32,0.02,0,0.25,59109.83,295.55,1
LN002597,CUST002597,Auto Loan,25295.2,11.48,360,573,1875661.24,60,70.95,5.38,0.08,0,0.25,25295.2,505.9,2
LN002598,CUST002598,Mortgage,17742.58,8.13,240,742,490044.36,0,77.06,8.75,0.05,0,0.25,17742.58,221.78,1
LN002599,CUST002599,Auto Loan,44180.19,6.21,48,843,372828.12,0,57.72,4.14,0.02,0,0.25,44180.19,220.9,1
LN002600,CUST002600,Auto Loan,5584.8,5.33,48,678,2060857.07,120,97.18,4.76,0.21,1,0.4,5584.8,469.12,3
LN002601,CUST002601,Mortgage,10660.68,6.73,36,590,2072186.42,60,71.22,4.15,0.08,0,0.25,10660.68,213.21,2
LN002602,CUST002602,Auto Loan,32072.55,6.0,48,580,521174.14,0,50.95,3.12,0.08,0,0.25,32072.55,641.45,1
LN002603,CUST002603,Mortgage,38472.89,8.91,240,585,928420.91,0,46.47,4.62,0.08,1,0.25,38472.89,769.46,1
LN002604,CUST002604,Auto Loan,28042.51,6.29,48,802,2005058.65,0,72.5,3.28,0.02,0,0.25,28042.51,140.21,1
LN002605,CUST002605,Auto Loan,12020.81,5.27,180,764,1432177.16,120,62.51,3.93,0.17,0,0.25,12020.81,510.88,3
LN002606,CUST002606,Mortgage,20485.56,5.25,36,836,2402315.94,0,51.55,5.18,0.02,0,0.25,20485.56,102.43,1
LN002607,CUST002607,Auto Loan,47755.36,10.82,48,805,1332390.95,30,41.84,3.12,0.02,0,0.25,47755.36,238.78,2
LN002608,CUST002608,Auto Loan,54570.42,9.14,240,735,1773155.36,120,74.0,7.52,0.2,0,0.25,54570.42,2728.52,3
LN002609,CUST002609,Mortgage,35905.43,7.51,240,610,1397012.57,0,75.92,7.77,0.11,0,0.25,35905.43,987.4,1
LN002610,CUST002610,Auto Loan,81616.25,11.26,120,811,2371672.37,60,48.51,5.47,0.02,0,0.25,81616.25,408.08,2
LN002611,CUST002611,Structured Credit,47962.65,5.49,240,825,1146982.96,60,76.1,8.91,0.05,0,0.35,47962.65,839.35,2
LN002612,CUST002612,Auto Loan,21520.93,11.86,36,660,767042.02,120,97.12,7.07,0.24,0,0.4,21520.93,2066.01,3
LN002613,CUST002613,Auto Loan,29841.3,9.31,240,690,984926.19,0,98.7,7.46,0.09,0,0.4,29841.3,1074.29,1
LN002614,CUST002614,Mortgage,13602.29,6.28,180,782,2168744.21,0,93.31,4.15,0.06,0,0.4,13602.29,326.45,1
LN002615,CUST002615,Auto Loan,33667.99,9.75,60,572,1370361.77,30,88.42,8.02,0.15,1,0.4,33667.99,2020.08,2
LN002616,CUST002616,Auto Loan,79100.18,10.34,180,628,1047067.68,60,52.56,8.67,0.11,1,0.25,79100.18,2175.25,2
LN002617,CUST002617,Auto Loan,58671.13,8.01,360,580,1474585.05,0,49.39,4.42,0.08,0,0.25,58671.13,1173.42,1
LN002618,CUST002618,Auto Loan,96897.26,11.03,180,553,549766.84,0,66.7,7.12,0.11,0,0.25,96897.26,2664.67,1
LN002619,CUST002619,Structured Credit,29377.38,6.06,36,667,262058.44,120,77.18,7.48,0.2,0,0.35,29377.38,2056.42,3
LN002620,CUST002620,Auto Loan,93178.27,6.95,36,615,881315.54,0,91.04,4.83,0.12,1,0.4,93178.27,4472.56,1
LN002621,CUST002621,Mortgage,31719.5,5.65,120,836,1611262.87,0,53.92,5.85,0.02,0,0.25,31719.5,158.6,1
LN002622,CUST002622,Structured Credit,101733.26,6.48,240,725,1851281.73,120,68.78,3.59,0.17,0,0.35,101733.26,6053.13,3
LN002623,CUST002623,Mortgage,35764.11,6.67,120,672,2109874.67,0,78.85,4.04,0.02,0,0.25,35764.11,178.82,1
LN002624,CUST002624,Structured Credit,59579.21,11.42,36,780,2334993.01,0,66.74,3.37,0.02,0,0.35,59579.21,417.05,1
LN002625,CUST002625,Auto Loan,101984.76,5.55,240,592,1177252.78,0,67.25,6.36,0.08,0,0.25,101984.76,2039.7,1
LN002626,CUST002626,Structured Credit,31716.76,7.99,36,553,1916162.8,0,53.51,6.75,0.08,1,0.35,31716.76,888.07,1
LN002627,CUST002627,Auto Loan,42313.96,8.73,36,739,418014.09,90,99.2,8.5,0.24,0,0.4,42313.96,4062.14,3
LN002628,CUST002628,Mortgage,89518.84,11.29,60,799,379442.5,0,68.51,6.25,0.02,0,0.25,89518.84,447.59,1
LN002629,CUST002629,Mortgage,33087.07,11.98,180,693,530795.48,0,71.96,4.56,0.02,0,0.25,33087.07,165.44,1
LN002630,CUST002630,Auto Loan,14405.64,10.27,120,707,1259280.47,0,53.11,3.36,0.02,0,0.25,14405.64,72.03,1
LN002631,CUST002631,Mortgage,162771.87,11.8,120,614,725383.24,0,70.85,8.31,0.11,1,0.25,162771.87,4476.23,1
LN002632,CUST002632,Mortgage,26138.51,10.51,48,819,895581.12,0,55.32,5.87,0.02,0,0.25,26138.51,130.69,1
LN002633,CUST002633,Auto Loan,40584.0,11.74,360,624,1707730.39,0,52.14,7.42,0.11,0,0.25,40584.0,1116.06,1
LN002634,CUST002634,Auto Loan,81569.01,9.95,60,578,1056674.9,90,56.54,3.09,0.23,0,0.25,81569.01,4690.22,3
LN002635,CUST002635,Mortgage,23719.54,5.56,36,787,1504086.0,0,40.17,5.93,0.02,0,0.25,23719.54,118.6,1
LN002636,CUST002636,Mortgage,17934.7,7.81,36,702,1177908.45,0,74.21,4.95,0.02,0,0.25,17934.7,89.67,1
LN002637,CUST002637,Structured Credit,43374.03,9.53,60,643,630180.82,0,63.25,3.18,0.08,0,0.35,43374.03,1214.47,1
LN002638,CUST002638,Mortgage,10351.08,7.46,240,786,416544.98,90,93.92,7.65,0.24,0,0.4,10351.08,993.7,3
LN002639,CUST002639,Structured Credit,29687.04,6.91,120,664,781520.86,120,42.44,6.08,0.17,0,0.35,29687.04,1766.38,3
LN002640,CUST002640,Mortgage,43110.72,9.04,36,845,379826.06,90,42.59,5.0,0.17,0,0.25,43110.72,1832.21,3
LN002641,CUST002641,Auto Loan,30062.5,11.53,360,768,1641876.91,30,93.15,7.83,0.09,0,0.4,30062.5,1082.25,2
LN002642,CUST002642,Auto Loan,12327.46,5.24,48,795,2040364.6,60,47.6,5.68,0.02,0,0.25,12327.46,61.64,2
LN002643,CUST002643,Mortgage,110849.04,10.38,120,581,1014416.73,60,40.13,3.02,0.08,0,0.25,110849.04,2216.98,2
LN002644,CUST002644,Mortgage,39045.26,10.06,180,569,1120999.87,0,50.73,8.67,0.11,0,0.25,39045.26,1073.74,1
LN002645,CUST002645,Auto Loan,98894.26,11.75,360,602,2086429.89,60,89.43,4.53,0.12,1,0.4,98894.26,4746.92,2
LN002646,CUST002646,Auto Loan,30271.88,11.51,60,755,750879.05,30,88.16,7.98,0.09,0,0.4,30271.88,1089.79,2
LN002647,CUST002647,Structured Credit,19613.86,10.34,120,768,518110.6,0,60.41,7.9,0.05,0,0.35,19613.86,343.24,1
LN002648,CUST002648,Mortgage,43845.47,8.64,180,744,1377515.76,30,80.08,3.97,0.06,0,0.4,43845.47,1052.29,2
LN002649,CUST002649,Mortgage,31224.21,6.43,48,744,1703927.88,0,70.43,5.84,0.02,0,0.25,31224.21,156.12,1
LN002650,CUST002650,Mortgage,15923.75,8.82,240,631,1599222.46,60,94.28,3.24,0.12,0,0.4,15923.75,764.34,2
LN002651,CUST002651,Auto Loan,101605.1,10.36,60,550,1856214.35,90,43.39,5.13,0.23,0,0.25,101605.1,5842.29,3
LN002652,CUST002652,Auto Loan,23491.9,11.27,240,716,377690.16,0,88.79,7.39,0.09,0,0.4,23491.9,845.71,1
LN002653,CUST002653,Auto Loan,10014.74,10.53,360,732,1213453.63,0,50.24,4.42,0.02,0,0.25,10014.74,50.07,1
LN002654,CUST002654,Auto Loan,92015.86,6.37,36,822,786783.68,90,63.5,3.7,0.17,0,0.25,92015.86,3910.67,3
LN002655,CUST002655,Mortgage,25514.22,9.2,240,706,1958022.83,0,51.52,6.04,0.02,0,0.25,25514.22,127.57,1
LN002656,CUST002656,Mortgage,23730.66,7.33,36,750,2213643.59,120,82.16,6.22,0.21,0,0.4,23730.66,1993.38,3
LN002657,CUST002657,Structured Credit,10553.67,5.06,360,741,883005.42,0,80.7,7.05,0.09,0,0.5,10553.67,474.92,1
LN002658,CUST002658,Structured Credit,122842.59,6.4,180,848,464240.68,0,72.87,7.55,0.05,0,0.35,122842.59,2149.75,1
LN002659,CUST002659,Auto Loan,14725.91,5.79,120,625,820212.91,0,81.89,7.17,0.15,0,0.4,14725.91,883.55,1
LN002660,CUST002660,Mortgage,37832.15,10.9,48,689,484019.1,0,78.37,8.07,0.05,0,0.25,37832.15,472.9,1
LN002661,CUST002661,Mortgage,68791.41,6.81,180,745,975449.87,0,86.59,4.34,0.06,0,0.4,68791.41,1650.99,1
LN002662,CUST002662,Structured Credit,48786.16,6.99,48,610,1460946.8,0,54.36,6.42,0.08,0,0.35,48786.16,1366.01,1
LN002663,CUST002663,Auto Loan,34830.27,11.72,240,632,2440782.15,90,65.73,5.16,0.23,0,0.25,34830.27,2002.74,3
LN002664,CUST002664,Mortgage,11035.07,7.65,48,554,1148583.07,90,49.1,8.77,0.26,0,0.25,11035.07,717.28,3
LN002665,CUST002665,Mortgage,20603.01,5.07,240,768,745089.83,90,65.78,5.64,0.17,1,0.25,20603.01,875.63,3
LN002666,CUST002666,Auto Loan,41417.56,6.99,48,803,625303.92,0,82.1,8.76,0.09,0,0.4,41417.56,1491.03,1
LN002667,CUST002667,Auto Loan,20930.82,5.84,60,637,639339.47,0,81.48,7.61,0.15,0,0.4,20930.82,1255.85,1
LN002668,CUST002668,Mortgage,41871.12,5.72,180,758,683344.79,120,82.57,7.31,0.24,1,0.4,41871.12,4019.63,3
LN002669,CUST002669,Mortgage,58525.65,5.54,60,729,1965100.8,0,58.53,5.95,0.02,0,0.25,58525.65,292.63,1
LN002670,CUST002670,Auto Loan,71235.89,9.15,120,757,387312.35,0,79.73,5.66,0.02,1,0.25,71235.89,356.18,1
LN002671,CUST002671,Mortgage,15393.1,6.33,120,822,2494156.09,30,62.05,6.16,0.02,0,0.25,15393.1,76.97,2
LN002672,CUST002672,Auto Loan,168999.7,7.53,36,614,1426044.38,90,96.67,4.76,0.27,0,0.4,168999.7,18251.97,3
LN002673,CUST002673,Mortgage,62145.62,11.03,36,570,1474611.76,30,60.6,8.43,0.11,0,0.25,62145.62,1709.0,2
LN002674,CUST002674,Auto Loan,36271.95,7.97,36,726,1054518.73,0,76.18,7.77,0.05,0,0.25,36271.95,453.4,1
LN002675,CUST002675,Structured Credit,77860.62,11.41,360,571,1803074.56,90,85.01,7.81,0.3,0,0.5,77860.62,11679.09,3
LN002676,CUST002676,Auto Loan,190191.25,8.49,120,585,1310776.77,90,94.38,5.6,0.27,0,0.4,190191.25,20540.66,3
LN002677,CUST002677,Auto Loan,13265.15,7.79,48,799,990387.89,0,66.28,3.43,0.02,0,0.25,13265.15,66.33,1
LN002678,CUST002678,Auto Loan,31017.79,10.25,240,698,846561.41,0,61.63,7.1,0.05,0,0.25,31017.79,387.72,1
LN002679,CUST002679,Auto Loan,6871.23,5.51,360,622,2332715.22,0,65.8,5.25,0.08,0,0.25,6871.23,137.42,1
LN002680,CUST002680,Mortgage,41558.45,5.63,48,640,904726.41,120,59.42,8.22,0.26,1,0.25,41558.45,2701.3,3
LN002681,CUST002681,Auto Loan,46900.14,9.56,180,725,1231884.83,120,79.24,7.68,0.2,0,0.25,46900.14,2345.01,3
LN002682,CUST002682,Structured Credit,35333.49,8.41,120,675,1038268.15,60,95.96,3.87,0.06,0,0.5,35333.49,1060.0,2
LN002683,CUST002683,Auto Loan,22967.29,10.53,240,753,443902.36,30,47.56,6.61,0.02,0,0.25,22967.29,114.84,2
LN002684,CUST002684,Auto Loan,8650.22,11.41,240,795,668352.39,30,73.66,7.15,0.05,0,0.25,8650.22,108.13,2
LN002685,CUST002685,Auto Loan,47168.12,7.72,240,648,676379.44,0,93.86,6.41,0.12,0,0.4,47168.12,2264.07,1
LN002686,CUST002686,Auto Loan,100589.6,9.17,36,820,1810711.41,90,46.01,6.08,0.17,0,0.25,100589.6,4275.06,3
LN002687,CUST002687,Auto Loan,24011.47,8.5,240,593,1164817.17,60,69.63,4.37,0.08,0,0.25,24011.47,480.23,2
LN002688,CUST002688,Mortgage,49416.61,11.87,240,771,2009427.02,0,91.91,4.42,0.06,0,0.4,49416.61,1186.0,1
LN002689,CUST002689,Mortgage,12116.2,10.82,120,646,1845139.58,0,94.03,7.61,0.15,0,0.4,12116.2,726.97,1
LN002690,CUST002690,Mortgage,50013.54,11.38,48,585,682111.97,0,70.86,3.11,0.08,0,0.25,50013.54,1000.27,1
LN002691,CUST002691,Mortgage,27574.11,6.78,360,717,1516563.07,120,41.5,7.67,0.2,0,0.25,27574.11,1378.71,3
LN002692,CUST002692,Mortgage,21296.7,10.41,360,579,1921544.9,60,46.34,6.16,0.08,0,0.25,21296.7,425.93,2
LN002693,CUST002693,Auto Loan,21327.35,6.86,48,831,1674346.58,60,75.2,8.62,0.05,0,0.25,21327.35,266.59,2
LN002694,CUST002694,Mortgage,27569.68,6.46,60,634,1600037.14,0,47.43,8.98,0.11,0,0.25,27569.68,758.17,1
LN002695,CUST002695,Structured Credit,47462.89,11.61,60,670,1914124.5,0,48.97,6.98,0.02,0,0.35,47462.89,332.24,1
LN002696,CUST002696,Mortgage,14493.94,5.14,180,836,377756.66,90,86.33,5.47,0.21,0,0.4,14493.94,1217.49,3
LN002697,CUST002697,Mortgage,27502.14,11.76,120,797,1895699.38,30,85.04,5.85,0.06,0,0.4,27502.14,660.05,2
LN002698,CUST002698,Auto Loan,35276.41,6.04,60,733,863474.34,30,90.57,4.23,0.06,0,0.4,35276.41,846.63,2
LN002699,CUST002699,Mortgage,16825.86,10.74,60,802,1536712.57,0,46.34,3.6,0.02,0,0.25,16825.86,84.13,1
LN002700,CUST002700,Mortgage,127728.94,6.93,120,822,795186.24,30,51.89,6.47,0.02,0,0.25,127728.94,638.64,2
LN002701,CUST002701,Mortgage,19981.32,7.45,48,758,2137339.54,0,89.98,7.83,0.09,0,0.4,19981.32,719.33,1
LN002702,CUST002702,Structured Credit,22728.94,6.52,180,573,1331258.55,60,83.27,4.57,0.12,0,0.5,22728.94,1363.74,2
LN002703,CUST002703,Auto Loan,18309.67,9.1,180,671,1696617.73,60,88.36,5.52,0.06,0,0.4,18309.67,439.43,2
LN002704,CUST002704,Auto Loan,127891.31,7.44,180,774,2036684.6,0,99.38,6.33,0.06,0,0.4,127891.31,3069.39,1
LN002705,CUST002705,Mortgage,53478.43,9.6,60,672,2264459.32,90,91.87,8.45,0.24,1,0.4,53478.43,5133.93,3
LN002706,CUST002706,Structured Credit,18852.21,5.11,48,843,1897139.72,60,71.23,3.83,0.02,0,0.35,18852.21,131.97,2
LN002707,CUST002707,Auto Loan,78775.88,5.45,180,722,584729.3,90,58.65,4.42,0.17,0,0.25,78775.88,3347.97,3
LN002708,CUST002708,Auto Loan,41793.21,5.7,120,692,2172697.83,0,74.18,8.51,0.05,0,0.25,41793.21,522.42,1
LN002709,CUST002709,Auto Loan,43480.92,7.93,180,718,1641800.31,0,78.32,3.24,0.02,0,0.25,43480.92,217.4,1
LN002710,CUST002710,Auto Loan,28534.41,10.7,360,606,1621261.96,0,60.12,6.94,0.08,0,0.25,28534.41,570.69,1
LN002711,CUST002711,Mortgage,21491.41,11.22,36,591,2323016.26,0,86.26,6.84,0.12,0,0.4,21491.41,1031.59,1
LN002712,CUST002712,Mortgage,46001.82,6.71,48,668,809871.0,0,45.57,5.3,0.02,0,0.25,46001.82,230.01,1
LN002713,CUST002713,Auto Loan,24796.03,9.02,36,670,789072.14,90,86.76,5.81,0.21,0,0.4,24796.03,2082.87,3
LN002714,CUST002714,Auto Loan,129537.92,10.38,48,800,1404685.5,0,41.92,8.13,0.05,0,0.25,129537.92,1619.22,1
LN002715,CUST002715,Auto Loan,14935.5,7.02,240,731,1939441.9,90,69.88,3.99,0.17,0,0.25,14935.5,634.76,3
LN002716,CUST002716,Auto Loan,106437.13,7.86,120,714,1256291.59,0,91.69,4.39,0.06,0,0.4,106437.13,2554.49,1
LN002717,CUST002717,Mortgage,33593.13,8.67,240,813,1676255.63,0,45.19,6.07,0.02,0,0.25,33593.13,167.97,1
LN002718,CUST002718,Structured Credit,44772.98,5.94,60,759,1268180.63,60,71.06,5.46,0.02,0,0.35,44772.98,313.41,2
LN002719,CUST002719,Structured Credit,65069.45,5.18,60,560,1623371.16,0,49.56,6.45,0.08,1,0.35,65069.45,1821.94,1
LN002720,CUST002720,Auto Loan,23361.05,6.07,240,731,2100090.18,90,93.69,8.53,0.24,0,0.4,23361.05,2242.66,3
LN002721,CUST002721,Structured Credit,66501.11,9.39,48,800,656072.57,60,89.94,8.5,0.09,0,0.5,66501.11,2992.55,2
LN002722,CUST002722,Mortgage,5457.35,5.52,180,687,1814601.7,0,96.04,4.38,0.06,0,0.4,5457.35,130.98,1
LN002723,CUST002723,Mortgage,21938.7,6.33,36,767,2021707.91,0,92.5,4.81,0.06,0,0.4,21938.7,526.53,1
LN002724,CUST002724,Mortgage,19018.28,7.36,120,788,1256000.67,30,84.19,3.97,0.06,0,0.4,19018.28,456.44,2
LN002725,CUST002725,Auto Loan,15101.45,5.55,180,636,977275.55,120,51.09,8.57,0.26,0,0.25,15101.45,981.59,3
LN002726,CUST002726,Auto Loan,31242.41,6.34,60,847,280474.73,90,58.15,5.39,0.17,0,0.25,31242.41,1327.8,3
LN002727,CUST002727,Auto Loan,47573.21,11.38,180,842,2043486.3,120,69.81,5.7,0.17,0,0.25,47573.21,2021.86,3
LN002728,CUST002728,Auto Loan,59388.86,5.14,240,641,987861.98,0,75.33,7.82,0.11,0,0.25,59388.86,1633.19,1
LN002729,CUST002729,Auto Loan,42985.31,9.57,240,757,1053946.31,0,86.93,6.08,0.06,0,0.4,42985.31,1031.65,1
LN002730,CUST002730,Mortgage,22788.57,7.69,360,753,1006013.87,120,53.62,3.72,0.17,0,0.25,22788.57,968.51,3
LN002731,CUST002731,Mortgage,47019.21,9.71,360,735,1372163.49,0,47.7,5.63,0.02,0,0.25,47019.21,235.1,1
LN002732,CUST002732,Mortgage,39616.46,9.12,36,634,1830624.04,0,68.96,6.78,0.08,0,0.25,39616.46,792.33,1
LN002733,CUST002733,Auto Loan,69929.25,6.56,60,701,1986692.04,0,49.47,7.32,0.05,0,0.25,69929.25,874.12,1
LN002734,CUST002734,Structured Credit,62558.39,10.93,48,705,1133284.12,0,81.62,6.87,0.06,0,0.5,62558.39,1876.75,1
LN002735,CUST002735,Structured Credit,37098.56,8.44,120,842,1741979.58,0,74.54,3.72,0.02,0,0.35,37098.56,259.69,1
LN002736,CUST002736,Mortgage,19378.57,10.76,240,570,1871539.56,120,84.47,4.83,0.27,0,0.4,19378.57,2092.89,3
LN002737,CUST002737,Structured Credit,22992.77,7.84,120,710,918064.0,0,43.81,7.4,0.05,0,0.35,22992.77,402.37,1
LN002738,CUST002738,Mortgage,24714.55,11.89,60,705,467398.31,0,97.88,8.28,0.09,0,0.4,24714.55,889.72,1
LN002739,CUST002739,Structured Credit,29123.88,10.39,48,692,2262997.87,60,40.0,3.28,0.02,0,0.35,29123.88,203.87,2
LN002740,CUST002740,Auto Loan,43810.79,11.76,360,806,1773510.94,0,59.53,3.25,0.02,0,0.25,43810.79,219.05,1
LN002741,CUST002741,Auto Loan,59911.4,8.6,240,656,1708248.42,0,80.78,6.86,0.06,0,0.4,59911.4,1437.87,1
LN002742,CUST002742,Auto Loan,35039.0,8.32,36,833,382530.66,0,42.71,6.29,0.02,0,0.25,35039.0,175.2,1
LN002743,CUST002743,Auto Loan,36727.73,10.29,120,599,2090214.38,30,45.0,3.93,0.08,0,0.25,36727.73,734.55,2
